model,term,estimate,std.error,statistic,p.value
linear,(Intercept),209.8586025990328,4.1174689106637805,50.96786573312616,0
linear,GDP_per_capita,-0.0039709965951146365,1.704887242321743e-4,-23.291842982570913,2.897007010955895e-111
log_linear,(Intercept),1077.2987957622768,17.490243422762433,61.5942711443479,0
log_linear,log_GDP,-106.62060109222867,2.0017721195444773,-53.26310625032145,0
log_log,(Intercept),12.184586566076588,0.1047993763604273,116.26583085925252,0
log_log,log_GDP,-0.9426808993146623,0.011994371071527277,-78.59360809275246,0
