Countries,Observations,MMR_Mean,MMR_Median,MMR_Min,MMR_Max,GDP_Mean,GDP_Median,GDP_Min,GDP_Max,Correlation
237,3318,157.0660036166361,66,1,1650,13294.546524503367,5667.088889002015,253.530723439042,224582.449752101,-0.3749678576739932
