"Countries","Observations","MMR_Mean","MMR_Median","MMR_Min","MMR_Max","GDP_Mean","GDP_Median","GDP_Min","GDP_Max","Correlation"
273,3732,166.458520900322,81,1,1662,15618.5382272134,6602.22412071081,253.530723439042,224582.449752101,-0.281380679885088
